Month;Age;Occupation;Annual_Income;Monthly_Inhand_Salary;Num_Bank_Accounts;Num_Credit_Card;Interest_Rate;NumofLoan;Type_of_Loan;Delay_from_due_date;NumofDelayedPayment;ChangedCreditLimit;Num_Credit_Inquiries;CreditMix;Outstanding_Debt;Credit_Utilization_Ratio;Credit_History_Age;Payment_of_Min_Amount;Total_EMI_per_month;Amount_invested_monthly;Monthly_Balance;Credit_Score
March;24;Musician;20188.02;1851.335;4;3;6;3;Mortgage Loan, Student Loan, and Mortgage Loan;9;8;3.31;0;Good;399.92;39.07337919;20 Years and 4 Months;No;25.58028082;79.8774261;339.6757931;Good
April;24;Musician;20188.02;;4;3;6;3;Mortgage Loan, Student Loan, and Mortgage Loan;13;3;1.31;0;Good;399.92;26.40738386;NA;No;25.58028082;98.28930196;341.2639172;Good
May;24;Musician;20188.02;1851.335;4;3;6;3;Mortgage Loan, Student Loan, and Mortgage Loan;9;6;1.31;0;Good;399.92;33.00461132;20 Years and 6 Months;No;25.58028082;148.2581692;291.29505;Standard
June;25;Musician;20188.02;1851.335;4;3;2862;3;Mortgage Loan, Student Loan, and Mortgage Loan;9;6;1.31;0;Good;399.92;37.28999202;20 Years and 7 Months;NM;25.58028082;22.78993516;386.763284;Good
July;25;Musician;20188.02;1851.335;4;3;6;3;Mortgage Loan, Student Loan, and Mortgage Loan;9;6;1.31;0;Good;399.92;24.02168185;20 Years and 8 Months;No;25.58028082;50.96786774;358.5853514;Good
August;25;Musician;9351702;1851.335;4;3;6;3;Mortgage Loan, Student Loan, and Mortgage Loan;9;6;1.31;0;Good;399.92;36.09663269;20 Years and 9 Months;No;25.58028082;101.3538321;318.1993871;Good
January;54;Scientist;41345.58;;0;5;10;0;;7;3;2.42;4;;646.47;23.04195122;NA;No;0;;187.9342805;Standard
February;54;Scientist;41345.58;3260.465;0;5;10;0;;7;;6.42;4;;646.47;34.16352449;28 Years and 2 Months;No;0;110.074478;465.972022;Standard
March;54;Scientist;41345.58;3260.465;0;674;10;0;;7;0;3.42;7;;646.47;27.7470489;28 Years and 3 Months;No;0;69.28882473;506.7576753;Standard
April;54;Scientist;41345.58;3260.465;0;5;10;0;;12;0;6.42;7;Good;646.47;30.25251837;28 Years and 4 Months;No;0;10000;323.1918538;Poor
May;54;Scientist;41345.58;3260.465;0;5;10;0;;7;0;6.42;7;Good;646.47;32.69081341;28 Years and 5 Months;No;0;36.94720504;539.099295;Poor
June;54;Scientist;41345.58;3260.465;0;5;3863;0;;2;0;6.42;7;Good;646.47;32.62574506;28 Years and 6 Months;No;0;115.5128542;500.5336458;Poor
July;54;Scientist;41345.58;3260.465;0;5;10;0;;9;0;6.42;7;Good;646.47;28.45811668;28 Years and 7 Months;No;0;286.3830601;319.6634399;Poor
August;54;_______;41345.58;3260.465;0;5;10;0;;7;0;6.42;7;Good;646.47;23.74405012;28 Years and 8 Months;No;0;101.5909584;494.4555416;Poor
January;31;Engineer;55151.04;;10;6;23;6;Auto Loan, Auto Loan, Credit-Builder Loan, Not Specified, Not Specified, and Not Specified;31;17;10.64;;Bad;1743.83;30.30098553;12 Years and 2 Months;Yes;171.8230674;262.8372921;315.8316405;Poor
February;31;Engineer;55151.04;4704.92;10;6;23;-100;Auto Loan, Auto Loan, Credit-Builder Loan, Not Specified, Not Specified, and Not Specified;31;17;10.64;9;Bad;1743.83;27.25049996;12 Years and 3 Months;Yes;171.8230674;139.0744818;409.5944508;Poor
March;32;Engineer;55151.04;4704.92;10;6;23;6;Auto Loan, Auto Loan, Credit-Builder Loan, Not Specified, Not Specified, and Not Specified;31;17;14.64;9;Bad;1743.83;40.66800182;NA;Yes;171.8230674;467.7339131;120.9350195;Poor
April;32;Engineer;55151.04;4704.92;10;6;23;6;Auto Loan, Auto Loan, Credit-Builder Loan, Not Specified, Not Specified, and Not Specified;31;17;10.64;9;Bad;1743.83;32.49312412;NA;Yes;171.8230674;287.5477079;291.1212247;Poor
May;32;Engineer;55151.04;;10;6;23;6;Auto Loan, Auto Loan, Credit-Builder Loan, Not Specified, Not Specified, and Not Specified;36;17;10.64;9;Bad;1743.83;26.56636948;12 Years and 6 Months;Yes;171.8230674;174.9210371;373.7478955;Poor
June;32;Engineer;55151.04;4704.92;10;6;23;6;Auto Loan, Auto Loan, Credit-Builder Loan, Not Specified, Not Specified, and Not Specified;31;17;10.64;9;Bad;1743.83;39.26946645;12 Years and 7 Months;Yes;171.8230674;104.8775327;443.7913999;Poor
July;32;Engineer;55151.04;4704.92;10;6;23;6;Auto Loan, Auto Loan, Credit-Builder Loan, Not Specified, Not Specified, and Not Specified;29;19;10.64;9;Bad;1743.83;37.18200363;12 Years and 8 Months;Yes;171.8230674;112.5496148;436.1193178;Poor
August;32;Engineer;55151.04;;10;6;23;6;Auto Loan, Auto Loan, Credit-Builder Loan, Not Specified, Not Specified, and Not Specified;31;17;10.64;;Bad;1743.83;31.46145399;NA;Yes;171.8230674;;114.7645422;Standard
January;39;Manager;30536.62;2430.718333;6;6;7;2;Auto Loan, and Auto Loan;19;7;9.33;4;Standard;687.87;31.02265867;15 Years and 4 Months;Yes;42.97244102;96.7289942;353.3703981;Standard
February;39;Manager;30536.62;2430.718333;6;6;7;2;Auto Loan, and Auto Loan;19;8;9.33;;Standard;687.87;31.64432344;15 Years and 5 Months;Yes;42.97244102;75.76028912;374.3391032;Standard
March;39;Manager;30536.62;2430.718333;6;6;7;2;Auto Loan, and Auto Loan;19;8;9.33;4;;687.87;38.63550085;15 Years and 6 Months;Yes;42.97244102;36.6414243;413.457968;Standard
April;39;_______;30536.62;;6;6;7;2;Auto Loan, and Auto Loan;19;8;9.33;4;Standard;687.87;35.47567291;15 Years and 7 Months;Yes;42.97244102;140.1876944;349.9116979;Standard
May;39;Manager;30536.62;2430.718333;6;6;7;2;Auto Loan, and Auto Loan;19;8;4.33;4;;687.87;35.24894992;15 Years and 8 Months;Yes;42.97244102;115.5844975;354.5148948;Poor
June;39;Manager;30536.62;2430.718333;6;6;7;2;Auto Loan, and Auto Loan;19;8;9.33;4;;687.87;28.52498558;15 Years and 9 Months;Yes;42.97244102;97.5118362;352.5875561;Poor
July;39;Manager;2547968;2430.718333;6;6;7;2;Auto Loan, and Auto Loan;19;10;5.33;4;Standard;687.87;30.43696563;15 Years and 10 Months;Yes;42.97244102;10000;366.6393791;Poor
August;39;Manager;30536.62;2430.718333;6;6;7;2;Auto Loan, and Auto Loan;19;8;9.33;4;Standard;687.87;40.2042282;15 Years and 11 Months;Yes;42.97244102;227.9884331;262.1109593;Standard
January;3169;Architect;147499.6;12353.63333;2;2;12;2;Payday Loan, and Debt Consolidation Loan;14;3;4.21;1;Good;1250.67;42.25298015;20 Years and 3 Months;No;192.2064833;10000;1041.077483;Standard
February;1191;Architect;147499.6;;2;2;12;2;Payday Loan, and Debt Consolidation Loan;14;3;8.21;1;Good;1250.67;37.95506377;20 Years and 4 Months;No;192.2064833;;685.0242473;Good
March;29;Architect;147499.6;;2;2;12;2;Payday Loan, and Debt Consolidation Loan;12;6;5.21;1;Good;1250.67;27.98833245;20 Years and 5 Months;No;192.2064833;443.1864811;859.970369;Good
April;29;_______;147499.6;12353.63333;2;2;12;2;Payday Loan, and Debt Consolidation Loan;14;3;4.21;1;;1250.67;30.59014317;20 Years and 6 Months;No;192.2064833;1031.330809;291.8260413;Standard
May;29;Architect;147499.6;12353.63333;2;2;12;2;Payday Loan, and Debt Consolidation Loan;9;0;4.21;1;Good;1250.67;26.78468276;20 Years and 7 Months;No;192.2064833;396.4144419;926.7424081;Good
June;29;Architect;147499.6;12353.63333;2;1315;12;2;Payday Loan, and Debt Consolidation Loan;15;3;4.21;1;;1250.67;25.76759328;20 Years and 8 Months;No;192.2064833;960.8408779;362.3159722;Good
July;29;Architect;147499.6;12353.63333;2;2;12;2;Payday Loan, and Debt Consolidation Loan;14;0;4.21;2;Good;1250.67;25.36282174;20 Years and 9 Months;No;192.2064833;825.241686;507.9151641;Good
August;29;Architect;147499.6;12353.63333;2;2;12;2;Payday Loan, and Debt Consolidation Loan;14;2;0.21;2;Good;1250.67;30.58439367;NA;No;192.2064833;855.2316937;447.9251564;Good
January;42;Architect;20005.22;1683.101667;8;3;6;4;Home Equity Loan, Credit-Builder Loan, Personal Loan, and Not Specified;22;20;18.33;8;;1859.45;38.05357747;12 Years and 5 Months;Yes;59.51321413;219.6562015;179.1407511;Standard
February;42;Architect;20005.22;1683.101667;8;3;6;4;Home Equity Loan, Credit-Builder Loan, Personal Loan, and Not Specified;22;22;21.33;8;Standard;1859.45;32.77031221;12 Years and 6 Months;Yes;59.51321413;166.333815;222.4631375;Standard
March;42;Architect;20005.22;1683.101667;8;3;6;4;Home Equity Loan, Credit-Builder Loan, Personal Loan, and Not Specified;25;23;;13;Standard;1859.45;29.83677528;12 Years and 7 Months;Yes;59.51321413;127.6645957;261.1323568;Standard
April;42;Architect;20005.22;1683.101667;8;3;6;4;Home Equity Loan, Credit-Builder Loan, Personal Loan, and Not Specified;22;20;16.33;13;;1859.45;32.08626927;12 Years and 8 Months;NM;59.51321413;99.05570259;279.7412499;Standard
May;42;Architect;20005.22;1683.101667;8;3;6;4;Home Equity Loan, Credit-Builder Loan, Personal Loan, and Not Specified;17;20;18.33;13;Standard;1859.45;40.33681367;12 Years and 9 Months;Yes;59.51321413;34.82607388;333.9708787;Standard
June;43;Architect;20005.22;1683.101667;8;3;6;4;Home Equity Loan, Credit-Builder Loan, Personal Loan, and Not Specified;22;20;18.33;13;Standard;1859.45;31.04169773;12 Years and 10 Months;Yes;59.51321413;33.73289502;325.0640575;Standard
July;43;Architect;20005.22;1683.101667;8;3;6;4;Home Equity Loan, Credit-Builder Loan, Personal Loan, and Not Specified;23;21;18.33;13;;1859.45;38.64931582;12 Years and 11 Months;NM;59.51321413;71.5462556;307.2506969;Poor
August;43;Architect;20005.22;1683.101667;8;3;6;4;Home Equity Loan, Credit-Builder Loan, Personal Loan, and Not Specified;22;20;18.33;13;Standard;1859.45;25.47481436;13 Years and 0 Months;Yes;59.51321413;176.4455731;222.3513795;Poor
January;32;_______;19795.52;1662.626667;6;9;34;8;Mortgage Loan, Home Equity Loan, Personal Loan, Payday Loan, Not Specified, Student Loan, Payday Loan, and Payday Loan;15;21;22.79;10;Bad;3135.02;37.82075621;2 Years and 3 Months;Yes;130.4754707;77.06641227;248.7207837;Standard
February;32;Scientist;19795.52;1662.626667;7;10;34;8;Mortgage Loan, Home Equity Loan, Personal Loan, Payday Loan, Not Specified, Student Loan, Payday Loan, and Payday Loan;15;22;22.79;15;Bad;3135.02;26.82623712;2 Years and 4 Months;Yes;130.4754707;174.7103102;151.0768857;Poor
March;32;Scientist;19795.52;1662.626667;7;10;34;8;Mortgage Loan, Home Equity Loan, Personal Loan, Payday Loan, Not Specified, Student Loan, Payday Loan, and Payday Loan;15;21;22.79;15;Bad;3135.02;27.57515856;2 Years and 5 Months;Yes;130.4754707;61.27863699;224.508559;Poor
April;32;Scientist;19795.52;;7;10;34;8;Mortgage Loan, Home Equity Loan, Personal Loan, Payday Loan, Not Specified, Student Loan, Payday Loan, and Payday Loan;15;18;28.79;15;;3135.02;36.64689472;2 Years and 6 Months;Yes;130.4754707;76.75799675;229.0291992;Poor
May;32;Scientist;19795.52;1662.626667;7;10;34;8;Mortgage Loan, Home Equity Loan, Personal Loan, Payday Loan, Not Specified, Student Loan, Payday Loan, and Payday Loan;15;21;22.79;15;Bad;3135.02;34.36590976;2 Years and 7 Months;Yes;130.4754707;143.6098707;162.1773252;Poor
June;33;Scientist;19795.52;;7;10;34;8;Mortgage Loan, Home Equity Loan, Personal Loan, Payday Loan, Not Specified, Student Loan, Payday Loan, and Payday Loan;15;21;22.79;15;Bad;3135.02;28.86964153;2 Years and 8 Months;NM;130.4754707;104.3003302;191.4868658;Poor
July;33;Scientist;19795.52;;7;10;34;8;Mortgage Loan, Home Equity Loan, Personal Loan, Payday Loan, Not Specified, Student Loan, Payday Loan, and Payday Loan;15;21;22.79;15;Bad;3135.02;26.5065768;2 Years and 9 Months;Yes;130.4754707;110.6100301;185.1771658;Poor
August;33;Scientist;19795.52;1662.626667;7;10;34;8;Mortgage Loan, Home Equity Loan, Personal Loan, Payday Loan, Not Specified, Student Loan, Payday Loan, and Payday Loan;14;21;22.79;15;Bad;3135.02;29.88483228;2 Years and 10 Months;Yes;130.4754707;176.0736371;149.7135589;Poor
January;33;Doctor;60938.13;5163.1775;10;8;31;8;Payday Loan, Payday Loan, Not Specified, Student Loan, Mortgage Loan, Payday Loan, Mortgage Loan, and Credit-Builder Loan;24;18;12.49;9;Bad;3947.24;21.7448835;4 Years and 10 Months;Yes;378.3046734;166.4876761;231.5254005;Poor
February;33;Doctor;60938.13;5163.1775;10;8;31;8;Payday Loan, Payday Loan, Not Specified, Student Loan, Mortgage Loan, Payday Loan, Mortgage Loan, and Credit-Builder Loan;23;18;16.49;9;;3947.24;24.10018317;NA;Yes;378.3046734;10000;;Poor
March;33;Doctor;60938.13;5163.1775;10;8;31;8;Payday Loan, Payday Loan, Not Specified, Student Loan, Mortgage Loan, Payday Loan, Mortgage Loan, and Credit-Builder Loan;26;17;17.49;76;Bad;3947.24;25.8211221;5 Years and 0 Months;Yes;378.3046734;570.8378294;;Standard
April;33;Doctor;60938.13;5163.1775;10;8;3579;8;Payday Loan, Payday Loan, Not Specified, Student Loan, Mortgage Loan, Payday Loan, Mortgage Loan, and Credit-Builder Loan;26;18;17.49;9;Bad;3947.24;29.55800086;5 Years and 1 Months;Yes;378.3046734;205.355955;192.6571217;Poor
May;34;Doctor;60938.13;5163.1775;10;1130;31;8;Payday Loan, Payday Loan, Not Specified, Student Loan, Mortgage Loan, Payday Loan, Mortgage Loan, and Credit-Builder Loan;26;21;17.49;9;Bad;3947.24;35.40968589;5 Years and 2 Months;Yes;378.3046734;464.5784432;;Poor
June;34;_______;60938.13;5163.1775;10;8;31;8;Payday Loan, Payday Loan, Not Specified, Student Loan, Mortgage Loan, Payday Loan, Mortgage Loan, and Credit-Builder Loan;26;18;23.49;9;Bad;3947.24;30.93143532;5 Years and 3 Months;Yes;378.3046734;118.582521;259.4305556;Poor
July;34;Doctor;60938.13;5163.1775;10;8;31;-100;Payday Loan, Payday Loan, Not Specified, Student Loan, Mortgage Loan, Payday Loan, Mortgage Loan, and Credit-Builder Loan;26;18;17.49;9;;3947.24;28.90992845;5 Years and 4 Months;Yes;378.3046734;509.0452194;;Poor
August;34;Doctor;60938.13;5163.1775;10;8;31;8;Payday Loan, Payday Loan, Not Specified, Student Loan, Mortgage Loan, Payday Loan, Mortgage Loan, and Credit-Builder Loan;26;21;17.49;9;Bad;3947.24;36.59127764;5 Years and 5 Months;Yes;378.3046734;;269.7162744;Poor
January;54;Manager;80396.86;6623.738333;5;7;9;0;;8;11;10.47;0;Good;1357.54;34.92686537;26 Years and 5 Months;No;0;266.0130452;646.3607881;Good
February;54;Manager;80396.86;6623.738333;5;7;9;-100;;8;11;10.47;0;Good;1357.54;37.80897424;26 Years and 6 Months;No;0;482.1142572;450.2595761;Good
March;54;Manager;80396.86;6623.738333;5;7;9;0;;8;13;10.47;0;;1357.54;38.45991946;26 Years and 7 Months;No;0;159.9030718;752.4707615;Standard
April;54;Manager;80396.86;6623.738333;5;7;9;0;;8;10;10.47;0;Good;1357.54;31.31834536;26 Years and 8 Months;No;0;305.4240013;646.949832;Standard
May;54;Manager;80396.86;6623.738333;5;451;1649;0;;7;;17.47;0;Good;1357.54;29.0785458;26 Years and 9 Months;No;0;;724.5586823;Standard
June;54;Manager;80396.86;6623.738333;5;7;9;0;;8;11;10.47;0;Good;1357.54;26.53000279;26 Years and 10 Months;No;0;422.5870729;519.7867604;Standard
July;54;Manager;80396.86;6623.738333;5;7;9;0;;8;11;10.47;0;Good;1357.54;32.26751526;26 Years and 11 Months;No;0;230.9764287;691.3974047;Standard
August;54;Manager;80396.86;;5;7;9;0;;8;11;10.47;;Good;1357.54;30.88198148;27 Years and 0 Months;No;0;665.0311265;277.3427068;Standard
January;42;_______;57610.32;;8;10;25;9;Personal Loan, Student Loan, Payday Loan, Personal Loan, Not Specified, Not Specified, Mortgage Loan, Not Specified, and Home Equity Loan;41;23;21.31;7;Bad;4428.64;40.4575377;1 Years and 5 Months;NM;256.2341792;10000;53.7543837;Poor
February;42;Writer;57610.32;4517.86;8;10;25;9;Personal Loan, Student Loan, Payday Loan, Personal Loan, Not Specified, Not Specified, Mortgage Loan, Not Specified, and Home Equity Loan;41;23;21.31;7;Bad;4428.64;30.25440338;1 Years and 6 Months;Yes;256.2341792;135.0449567;310.506864;Poor
March;42;Writer;57610.32;4517.86;8;10;25;9;Personal Loan, Student Loan, Payday Loan, Personal Loan, Not Specified, Not Specified, Mortgage Loan, Not Specified, and Home Equity Loan;41;;21.31;7;Bad;4428.64;31.6279151;1 Years and 7 Months;Yes;256.2341792;146.147221;299.4045998;Standard
April;42;Writer;57610.32;4517.86;8;10;25;9;Personal Loan, Student Loan, Payday Loan, Personal Loan, Not Specified, Not Specified, Mortgage Loan, Not Specified, and Home Equity Loan;41;23;21.31;7;Bad;4428.64;37.0851965;1 Years and 8 Months;Yes;256.2341792;36.03012555;399.5216952;Poor
May;42;Writer;57610.32;4517.86;8;10;25;9;Personal Loan, Student Loan, Payday Loan, Personal Loan, Not Specified, Not Specified, Mortgage Loan, Not Specified, and Home Equity Loan;41;23;21.31;7;Bad;4428.64;27.24640215;1 Years and 9 Months;Yes;256.2341792;186.604381;278.9474397;Poor
June;42;Writer;57610.32;4517.86;8;10;25;9;Personal Loan, Student Loan, Payday Loan, Personal Loan, Not Specified, Not Specified, Mortgage Loan, Not Specified, and Home Equity Loan;41;23;21.31;7;Bad;4428.64;24.53738087;1 Years and 10 Months;Yes;256.2341792;415.0140243;60.5377965;Poor
July;42;Writer;57610.32;4517.86;8;10;25;9;Personal Loan, Student Loan, Payday Loan, Personal Loan, Not Specified, Not Specified, Mortgage Loan, Not Specified, and Home Equity Loan;44;;21.31;7;Bad;4428.64;32.6574666;1 Years and 11 Months;Yes;256.2341792;68.05560653;377.4962142;Poor
August;43;Writer;57610.32;4517.86;8;10;25;9;Personal Loan, Student Loan, Payday Loan, Personal Loan, Not Specified, Not Specified, Mortgage Loan, Not Specified, and Home Equity Loan;41;23;21.31;7;Bad;4428.64;37.74050202;2 Years and 0 Months;Yes;256.2341792;110.7525603;324.7992604;Poor
January;36;_______;18717.02;1294.751667;8;5;15;5;Debt Consolidation Loan, Credit-Builder Loan, Credit-Builder Loan, Personal Loan, and Not Specified;14;20;10.3;7;Standard;2103.99;32.72190461;15 Years and 4 Months;Yes;60.64699329;172.2831653;186.5450081;Poor
February;36;Journalist;18717.02;1294.751667;8;5;15;5;Debt Consolidation Loan, Credit-Builder Loan, Credit-Builder Loan, Personal Loan, and Not Specified;9;19;10.3;10;Standard;2103.99;28.88914591;15 Years and 5 Months;NM;60.64699329;51.66822154;307.1599518;Poor
March;36;Journalist;18717.02;1294.751667;8;5;15;-100;Debt Consolidation Loan, Credit-Builder Loan, Credit-Builder Loan, Personal Loan, and Not Specified;9;17;9.3;10;;2103.99;30.04811835;15 Years and 6 Months;Yes;60.64699329;;275.1046939;Poor
April;36;Journalist;18717.02;1294.751667;8;5;15;5;Debt Consolidation Loan, Credit-Builder Loan, Credit-Builder Loan, Personal Loan, and Not Specified;11;18;10.3;10;Standard;2103.99;25.27099616;15 Years and 7 Months;Yes;60.64699329;71.0085451;257.8196283;Standard
May;36;Journalist;18717.02;;8;5;15;5;Debt Consolidation Loan, Credit-Builder Loan, Credit-Builder Loan, Personal Loan, and Not Specified;9;19;10.3;10;;2103.99;27.19345256;15 Years and 8 Months;Yes;60.64699329;39.90549924;278.9226741;Standard
June;36;Journalist;18717.02;1294.751667;8;5;15;5;Debt Consolidation Loan, Credit-Builder Loan, Credit-Builder Loan, Personal Loan, and Not Specified;9;16;10.3;10;Standard;2103.99;31.58328883;15 Years and 9 Months;Yes;60.64699329;;274.9008231;Standard
July;37;Journalist;18717.02;1294.751667;8;5;15;5;Debt Consolidation Loan, Credit-Builder Loan, Credit-Builder Loan, Personal Loan, and Not Specified;7;18;10.3;10;Standard;2103.99;33.81312965;15 Years and 10 Months;Yes;60.64699329;82.39371116;276.4344622;Poor
August;37;Journalist;18717.02;;8;5;15;5;Debt Consolidation Loan, Credit-Builder Loan, Credit-Builder Loan, Personal Loan, and Not Specified;4;18;15.3;10;Standard;2103.99;29.0506668;15 Years and 11 Months;Yes;60.64699329;66.72044916;292.1077242;Standard
January;50;Journalist;19163.22;1346.935;3;7;7;2;Personal Loan, and Payday Loan;23;18;8.76;5;Standard;2226.37;38.08096369;16 Years and 2 Months;Yes;24.17564765;15.20673351;345.3111188;Standard
February;17;Journalist;19163.22;1346.935;3;7;7;2;Personal Loan, and Payday Loan;23;19;8.76;5;Standard;2226.37;35.68057374;16 Years and 3 Months;Yes;24.17564765;165.7348717;234.7829806;Standard
March;17;Journalist;19163.22;1346.935;3;7;7;2;Personal Loan, and Payday Loan;21;18;5.76;5;Standard;2226.37;31.19125771;16 Years and 4 Months;Yes;24.17564765;167.8781191;232.6397333;Standard
April;17;Journalist;19163.22;1346.935;3;7;7;2;Personal Loan, and Payday Loan;18;19;8.76;5;;2226.37;26.14779838;16 Years and 5 Months;Yes;24.17564765;35.39321437;325.124638;Good
May;17;Journalist;19163.22;1346.935;3;7;7;2;Personal Loan, and Payday Loan;25;18;2.76;5;Standard;2226.37;35.98159627;16 Years and 6 Months;NM;24.17564765;13.80248657;336.7153658;Good
June;17;Journalist;19163.22;1346.935;3;7;7;2;Personal Loan, and Payday Loan;18;18;8.76;5;Standard;2226.37;36.34917939;16 Years and 7 Months;Yes;24.17564765;81.72630033;288.791552;Good
July;17;Journalist;19163.22;1346.935;3;7;7;2;Personal Loan, and Payday Loan;23;19;15.76;5;Standard;2226.37;36.87039623;16 Years and 8 Months;Yes;24.17564765;;302.2441735;Standard
August;17;_______;19163.22;1346.935;3;7;7;2;Personal Loan, and Payday Loan;23;22;8.76;9;Standard;2226.37;22.40065718;NA;Yes;24.17564765;175.6598194;224.8580329;Standard
January;48;Media_Manager;94554.87;;2;6;2;0;;9;0;9.24;3;;1487.9;27.61540225;22 Years and 1 Months;No;0;626.30901;455.14824;Good
February;7140;Media_Manager;94554.87;7914.5725;2;6;2;0;;9;0;9.24;3;Good;1487.9;30.87069771;NA;No;0;300.3255397;761.1317103;Good
